"case_id","reason","age","from","to","lost_time","found_date"
"3992","trafficked",13,"Yunnan","Henan",17,2021
"3991","trafficked",12,"Guizhou","Guangdong",24,2021
"3990","put up for adoption",0,"Fujian","Fujian",30,2021
"3989","trafficked",5,"Anhui","Hebei",16,2021
"3988","trafficked",3,"Shandong","Shanghai",25,2021
"3987","trafficked",15,"Guizhou","Fujian",35,2021
"3986","trafficked",3,"Guizhou","Shandong",18,2021
"3985","trafficked",6,"Yunnan","Anhui",30,2021
"3984","trafficked",11,"Shanxi","Shandong",24,2021
"3983","trafficked",6,"Yunnan","Hebei",23,2021
"3982","trafficked",14,"Yunnan","Anhui",32,2021
"3981","trafficked",4,"Sichuan","Fujian",23,2021
"3980","trafficked",8,"Yunnan","Fujian",31,2021
"3979","trafficked",3,"Yunnan","Hebei",29,2021
"3978","trafficked",3,"Guizhou","Beijing",27,2021
"3977","lost",9,"Shaanxi","Shaanxi",45,2021
"3976","put up for adoption",0,"Jiangsu","Shandong",61,2021
"3975","trafficked",9,"Shandong","Hebei",61,2021
"3974","trafficked",8,"Henan","Zhejiang",24,2021
"3973","put up for adoption",1,"Shandong","Heilongjiang",64,2021
"3972","lost",0,"Chongqing","Anhui",35,2021
"3971","lost",9,"Guizhou","Jiangxi",39,2021
"3970","put up for adoption",0,"Zhejiang","Henan",53,2021
"3969","trafficked",6,"Hunan","Hebei",29,2021
"3968","put up for adoption",0,"Shanghai","Shanghai",63,2021
"3967","trafficked",4,"Gansu","Shandong",25,2021
"3966","trafficked",1,"Guangdong","Guangdong",26,2021
"3965","trafficked",14,"Hunan","Guangdong",27,2021
"3964","trafficked",5,"Hunan","Henan",31,2021
"3963","trafficked",6,"Tianjin","Hebei",16,2021
"3962","abandoned",0,"Anhui","Hebei",64,2021
"3961","put up for adoption",3,"Guangdong","Guangdong",20,2021
"3960","put up for adoption",0,"Jiangsu","Jiangsu",54,2021
"3959","trafficked",11,"Shandong","Shandong",9,2021
"3958","lost",4,"Guangdong","Guangdong",8,2021
"3957","trafficked",3,"Sichuan","Hebei",33,2021
"3956","trafficked",16,"Guizhou","Hunan",19,2021
"3955","trafficked",3,"Guangxi","Guangdong",35,2021
"3954","trafficked",4,"Yunnan","Hubei",19,2021
"3953","put up for adoption",0,"Zhejiang","Shandong",49,2021
"3952","trafficked",6,"Guizhou","Jiangsu",33,2021
"3951","trafficked",14,"Sichuan","Shandong",40,2021
"3950","trafficked",8,"Beijing","Xinjiang",62,2021
"3949","trafficked",5,"Hunan","Henan",32,2021
"3948","trafficked",1,"Beijing","Henan",34,2021
"3947","trafficked",1,"Henan","Jiangsu",34,2021
"3946","trafficked",3,"Guizhou","Guangdong",29,2021
"3945","abandoned",0,"Hunan","Hunan",31,2021
"3944","trafficked",6,"Fujian","Fujian",31,2021
"3943","trafficked",15,"Guizhou","Fujian",29,2021
"3942","lost",0,"Hunan","Hunan",36,2021
"3941","trafficked",0,"Jiangsu","Jiangsu",49,2021
"3940","trafficked",3,"Fujian","Fujian",28,2021
"3939","trafficked",13,"Hunan","Anhui",24,2021
"3938","trafficked",5,"Chongqing","Guizhou",28,2021
"3937","trafficked",8,"Chongqing","Guizhou",28,2021
"3936","trafficked",7,"Guangxi","Guangdong",31,2021
"3935","trafficked",1,"Guangdong","Guangdong",18,2021
"3934","trafficked",5,"Guangxi","Guangxi",24,2021
"3933","trafficked",5,"Fujian","Fujian",29,2021
"3932","trafficked",4,"Sichuan","Fujian",36,2021
"3931","trafficked",2,"Sichuan","Hebei",25,2021
"3930","trafficked",15,"Jiangxi","Sichuan",29,2021
"3929","put up for adoption",0,"Jiangsu","Shandong",47,2021
"3928","put up for adoption",0,"Hunan","Shandong",48,2021
"3927","put up for adoption",0,"Jiangsu","Shandong",52,2021
"3926","trafficked",0,"Shaanxi","Zhejiang",31,2021
"3924","put up for adoption",6,"Shandong","Hebei",59,2021
"3923","trafficked",2,"Guizhou","Fujian",16,2021
"3922","trafficked",5,"Hunan","Hubei",33,2021
"3921","trafficked",5,"Sichuan","Jiangsu",40,2021
"3920","trafficked",4,"Hubei","Jiangsu",25,2021
"3919","runaway",14,"Guizhou","Zhejiang",13,2021
"3918","trafficked",4,"Guizhou","Fujian",17,2021
"3917","trafficked",3,"Sichuan","Sichuan",14,2021
"3916","trafficked",5,"Chongqing","Hebei",29,2021
"3915","trafficked",3,"Sichuan","Hebei",33,2021
"3914","trafficked",5,"Guizhou","Guangdong",26,2021
"3913","trafficked",2,"Qinghai","Qinghai",24,2021
"3912","trafficked",3,"Henan","Jiangsu",32,2021
"3911","lost",8,"Chongqing","Sichuan",69,2021
"3910","runaway",14,"Hunan","Shandong",18,2021
"3909","trafficked",2,"Hubei","Henan",29,2021
"3908","trafficked",5,"Guizhou","Fujian",29,2021
"3907","trafficked",6,"Guizhou","Hebei",20,2021
"3905","trafficked",5,"Guizhou","Fujian",30,2021
"3904","lost",2,"Henan","Henan",28,2021
"3903","trafficked",7,"Sichuan","Guangdong",32,2021
"3902","trafficked",3,"Fujian","Fujian",32,2021
"3901","trafficked",0,"Sichuan","Sichuan",30,2021
"3900","trafficked",3,"Henan","Henan",31,2021
"3899","trafficked",7,"Henan","Shandong",61,2021
"3898","trafficked",5,"Guizhou","Guizhou",31,2021
"3897","trafficked",4,"Jiangsu","Jiangsu",49,2021
"3896","trafficked",5,"Guizhou","Fujian",29,2021
"3895","trafficked",14,"Chongqing","Shanxi",30,2021
"3894","trafficked",4,"Zhejiang","Fujian",31,2021
"3893","trafficked",7,"Anhui","Sichuan",14,2021
"3892","trafficked",4,"Henan","Anhui",27,2021
"3891","trafficked",3,"Hubei","Fujian",28,2021
"3890","trafficked",5,"Guizhou","Fujian",26,2021
"3889","trafficked",3,"Hunan","Shandong",19,2021
"3888","trafficked",3,"Guizhou","Hebei",19,2021
"3887","trafficked",2,"Guizhou","Fujian",30,2021
"3886","trafficked",10,"Guizhou","Hebei",23,2021
"3885","trafficked",5,"Guizhou","Fujian",32,2021
"3884","trafficked",3,"Fujian","Fujian",24,2021
"3883","put up for adoption",0,"Liaoning","Liaoning",65,2021
"3882","trafficked",6,"Guizhou","Fujian",30,2021
"3881","trafficked",3,"Zhejiang","Jiangsu",20,2021
"3879","trafficked",1,"Guizhou","Fujian",32,2021
"3878","trafficked",4,"Guizhou","Fujian",27,2021
"3877","trafficked",0,"Chongqing","Shandong",30,2021
"3875","trafficked",0,"Fujian","Fujian",20,2021
"3874","put up for adoption",0,"Hunan","Hunan",27,2021
"3873","lost",13,"Fujian","Fujian",8,2021
"3872","trafficked",5,"Guizhou","Fujian",32,2021
"3871","put up for adoption",0,"Zhejiang","Shandong",53,2021
"3870","trafficked",3,"Yunnan","Shanxi",32,2021
"3869","trafficked",6,"Hainan","Hainan",25,2021
"3868","put up for adoption",1,"Shandong","Shandong",33,2021
"3867","trafficked",4,"Henan","Henan",31,2021
"3866","trafficked",3,"Guangxi","Guangdong",33,2021
"3865","trafficked",9,"Guangxi","Fujian",35,2021
"3864","put up for adoption",1,"Guangdong","Guangdong",29,2021
"3863","trafficked",5,"Jiangxi","Fujian",23,2021
"3862","trafficked",6,"Guizhou","Tianjin",28,2021
"3861","trafficked",5,"Henan","Guangdong",24,2021
"3860","trafficked",1,"Guizhou","Fujian",32,2021
"3859","trafficked",4,"Sichuan","Shandong",31,2021
"3858","put up for adoption",0,"Hebei","Henan",34,2021
"3857","trafficked",13,"Yunnan","Guangdong",9,2021
"3856","trafficked",3,"Sichuan","Fujian",31,2021
"3855","trafficked",3,"Guangdong","Guangdong",24,2021
"3854","trafficked",16,"Yunnan","Henan",20,2021
"3853","trafficked",6,"Sichuan","Fujian",19,2021
"3852","lost",5,"Yunnan","Yunnan",27,2021
"3851","put up for adoption",3,"Guizhou","Guizhou",46,2021
"3850","lost",6,"Hubei","Henan",27,2021
"3849","trafficked",3,"Jiangxi","Fujian",26,2021
"3848","trafficked",5,"Guizhou","Fujian",19,2021
"3847","trafficked",3,"Guizhou","Fujian",26,2021
"3846","trafficked",14,"Guizhou","Hebei",21,2021
"3845","trafficked",1,"Guizhou","Fujian",22,2021
"3844","trafficked",2,"Hunan","Shandong",32,2021
"3843","put up for adoption",5,"Henan","Henan",25,2021
"3842","trafficked",2,"Yunnan","Jiangsu",34,2021
"3841","trafficked",8,"Guangxi","Fujian",34,2021
"3840","trafficked",3,"Guangdong","Fujian",21,2021
"3839","trafficked",15,"Guangdong","Guangdong",22,2021
"3838","trafficked",5,"Sichuan","Sichuan",26,2021
"3837","trafficked",2,"Sichuan","Henan",28,2021
"3836","trafficked",12,"Sichuan","Shanxi",39,2021
"3835","trafficked",4,"Guizhou","Guangdong",23,2021
"3834","trafficked",1,"Anhui","Henan",26,2021
"3833","trafficked",4,"Yunnan","Fujian",23,2021
"3832","trafficked",3,"Beijing","Hebei",28,2021
"3831","trafficked",1,"Guizhou","Jiangsu",27,2021
"3830","trafficked",1,"Guizhou","Shandong",33,2021
"3829","trafficked",3,"Henan","Shandong",32,2021
"3828","trafficked",4,"Hubei","Fujian",27,2021
"3827","put up for adoption",0,"Zhejiang","Shandong",50,2021
"3826","trafficked",4,"Fujian","Fujian",30,2021
"3825","trafficked",1,"Guizhou","Fujian",22,2021
"3824","trafficked",8,"Zhejiang","Zhejiang",15,2021
"3823","trafficked",1,"Shandong","Shandong",33,2021
"3822","trafficked",5,"Sichuan","Hebei",32,2021
"3821","trafficked",3,"Guizhou","Fujian",28,2021
"3820","trafficked",4,"Guizhou","Fujian",27,2021
"3819","trafficked",3,"Guangdong","Hunan",27,2021
"3818","trafficked",1,"Guizhou","Anhui",34,2021
"3817","trafficked",4,"Sichuan","Henan",33,2021
"3816","trafficked",5,"Chongqing","Jiangsu",28,2021
"3815","put up for adoption",0,"Hebei","Hebei",62,2021
"3814","trafficked",4,"Guangxi","Guangdong",30,2021
"3813","trafficked",13,"Yunnan","Yunnan",14,2021
"3812","trafficked",4,"Yunnan","Fujian",19,2021
"3811","trafficked",10,"Xinjiang","Xinjiang",43,2021
"3810","trafficked",7,"Xinjiang","Xinjiang",43,2021
"3809","trafficked",4,"Shaanxi","Jiangsu",33,2021
"3808","put up for adoption",0,"Jilin","Jilin",49,2021
"3807","trafficked",4,"Shaanxi","Hebei",34,2021
"3806","abandoned",0,"Hunan","Hunan",35,2021
"3805","trafficked",15,"Guangxi","Guangdong",33,2021
"3804","trafficked",5,"Guangdong","Guangdong",30,2021
"3803","trafficked",1,"Fujian","Fujian",33,2021
"3802","trafficked",9,"Guangdong","Anhui",16,2021
"3801","trafficked",5,"Guangxi","Fujian",27,2021
"3800","trafficked",4,"Guizhou","Guizhou",50,2021
"3799","trafficked",8,"Guangdong","Guangxi",77,2021
"3798","trafficked",7,"Sichuan","Shandong",28,2021
"3797","trafficked",3,"Yunnan","Guangxi",29,2021
"3796","trafficked",1,"Chongqing","Chongqing",27,2021
"3794","trafficked",0,"Sichuan","Henan",32,2021
"3793","trafficked",8,"Sichuan","Fujian",28,2021
"3792","trafficked",6,"Sichuan","Fujian",28,2021
"3791","put up for adoption",0,"Shanxi","Henan",30,2021
"3790","trafficked",5,"Sichuan","Sichuan",28,2021
"3789","trafficked",4,"Guizhou","Guangdong",26,2021
"3788","trafficked",3,"Yunnan","Fujian",33,2021
"3787","trafficked",2,"Guangdong","Anhui",22,2021
"3786","put up for adoption",0,"Shandong","Shandong",45,2021
"3785","trafficked",4,"Yunnan","Zhejiang",26,2021
"3784","trafficked",3,"Henan","Henan",32,2021
"3783","trafficked",2,"Guizhou","Guizhou",32,2021
"3782","abandoned",0,"Anhui","Anhui",33,2021
"3781","put up for adoption",1,"Zhejiang","Zhejiang",46,2021
"3780","trafficked",3,"Guizhou","Fujian",33,2021
"3779","trafficked",5,"Chongqing","Fujian",32,2021
"3778","trafficked",5,"Sichuan","Fujian",29,2021
"3777","trafficked",1,"Sichuan","Sichuan",27,2021
"3776","put up for adoption",0,"Zhejiang","Zhejiang",36,2021
"3775","trafficked",4,"Yunnan","Henan",31,2021
"3774","trafficked",1,"Guizhou","Fujian",33,2021
"3773","trafficked",6,"Guangxi","Fujian",33,2021
"3772","trafficked",7,"Guizhou","Fujian",31,2021
"3771","trafficked",7,"Sichuan","Henan",45,2021
"3770","put up for adoption",0,"Fujian","Fujian",33,2021
"3769","trafficked",4,"Chongqing","Shandong",34,2021
"3768","trafficked",5,"Sichuan","Hebei",33,2021
"3767","trafficked",5,"Guizhou","Fujian",18,2021
"3766","put up for adoption",0,"Sichuan","Hebei",28,2021
"3765","trafficked",16,"Sichuan","Jiangsu",46,2021
"3764","trafficked",3,"Guizhou","Fujian",30,2021
"3763","trafficked",6,"Anhui","Henan",30,2021
"3762","trafficked",4,"Yunnan","Fujian",16,2021
"3761","trafficked",1,"Sichuan","Henan",30,2021
"3760","trafficked",5,"Jiangxi","Shandong",24,2021
"3759","put up for adoption",3,"Hunan","Hebei",31,2021
"3758","trafficked",4,"Yunnan","Fujian",22,2021
"3757","trafficked",5,"Chongqing","Shandong",26,2021
"3756","lost",5,"Jiangsu","Shanghai",61,2021
"3755","lost",5,"Jiangsu","Jiangsu",61,2021
"3754","trafficked",2,"Guangxi","Guangdong",31,2021
"3753","put up for adoption",0,"Shanghai","Henan",58,2021
"3752","trafficked",15,"Yunnan","Inner Mongol",14,2021
"3751","trafficked",1,"Jiangsu","Jiangsu",29,2021
"3750","put up for adoption",3,"Jiangxi","Jiangxi",78,2021
"3749","trafficked",8,"Jiangsu","Henan",22,2021
"3748","put up for adoption",0,"Shanghai","Shandong",46,2021
"3747","trafficked",4,"Guizhou","Fujian",24,2021
"3746","trafficked",4,"Yunnan","Guangdong",27,2021
"3745","trafficked",4,"Guangxi","Guangdong",34,2021
"3744","trafficked",1,"Sichuan","Henan",30,2021
"3743","trafficked",15,"Yunnan","Sichuan",34,2021
"3742","put up for adoption",1,"Sichuan","Sichuan",32,2021
"3741","trafficked",1,"Hunan","Shandong",26,2021
"3740","trafficked",1,"Jiangxi","Jiangxi",30,2021
"3739","trafficked",4,"Hunan","Fujian",24,2021
"3737","trafficked",5,"Jiangsu","Fujian",45,2021
"3736","trafficked",5,"Guizhou","Guizhou",29,2021
"3735","trafficked",4,"Fujian","Fujian",22,2021
"3734","trafficked",1,"Guizhou","Shandong",32,2021
"3733","trafficked",4,"Hubei","Fujian",30,2021
"3732","trafficked",4,"Guangdong","Guangdong",24,2021
"3731","trafficked",3,"Yunnan","Fujian",29,2021
"3730","trafficked",6,"Henan","Henan",30,2021
"3729","trafficked",4,"Sichuan","Hebei",33,2021
"3727","trafficked",4,"Chongqing","Henan",31,2021
"3726","trafficked",4,"Hunan","Fujian",30,2021
"3725","put up for adoption",8,"Fujian","Fujian",25,2021
"3724","trafficked",6,"Yunnan","Guizhou",7,2021
"3723","trafficked",1,"Beijing","Heilongjiang",32,2021
"3722","trafficked",5,"Chongqing","Henan",32,2021
"3721","trafficked",4,"Sichuan","Jiangsu",34,2021
"3720","trafficked",5,"Sichuan","Fujian",29,2021
"3719","trafficked",4,"Guizhou","Fujian",32,2021
"3718","trafficked",15,"Sichuan","Hebei",34,2021
"3717","trafficked",5,"Sichuan","Sichuan",31,2021
"3716","trafficked",1,"Guizhou","Hubei",28,2021
"3715","put up for adoption",0,"Hubei","Henan",34,2021
"3714","put up for adoption",0,"Anhui","Shandong",31,2021
"3713","lost",5,"Guizhou","Guizhou",27,2021
"3712","put up for adoption",2,"Shaanxi","Jiangsu",33,2021
"3711","trafficked",6,"Guizhou","Fujian",33,2021
"3710","put up for adoption",0,"Shaanxi","Shandong",24,2021
"3709","trafficked",8,"Guizhou","Hebei",38,2021
"3708","put up for adoption",0,"Guangdong","Guangdong",19,2021
"3707","trafficked",6,"Zhejiang","Sichuan",26,2021
"3706","trafficked",2,"Guizhou","Hebei",31,2021
"3705","trafficked",7,"Guizhou","Guangdong",32,2021
"3704","trafficked",1,"Guizhou","Fujian",33,2021
"3703","trafficked",4,"Guangxi","Guangxi",27,2021
"3702","trafficked",3,"Shanghai","Jiangsu",26,2021
"3701","trafficked",4,"Sichuan","Anhui",39,2021
"3700","trafficked",2,"Guizhou","Fujian",29,2021
"3699","trafficked",15,"Jiangsu","Jiangsu",16,2021
"3698","trafficked",3,"Guizhou","Shandong",31,2021
"3697","trafficked",2,"Guangxi","Guangdong",30,2021
"3696","trafficked",6,"Shaanxi","Henan",30,2021
"3695","abandoned",0,"Zhejiang","Guangdong",27,2021
"3694","trafficked",3,"Guizhou","Fujian",32,2021
"3693","put up for adoption",8,"Guangdong","Guangdong",23,2021
"3692","trafficked",7,"Sichuan","Shandong",42,2021
"3691","trafficked",7,"Heilongjiang","Heilongjiang",27,2021
"3690","abandoned",0,"Sichuan","Sichuan",28,2021
"3689","trafficked",5,"Guizhou","Hebei",27,2021
"3688","trafficked",12,"Yunnan","Shandong",31,2021
"3687","trafficked",6,"Henan","Shandong",17,2021
"3686","trafficked",0,"Guangdong","Guangdong",28,2021
"3685","put up for adoption",1,"Hubei","Shanghai",29,2021
"3684","trafficked",7,"Sichuan","Hebei",28,2021
"3683","trafficked",0,"Guizhou","Fujian",32,2021
"3682","trafficked",10,"Hunan","Fujian",30,2021
"3681","put up for adoption",0,"Sichuan","Sichuan",36,2021
"3680","trafficked",12,"Yunnan","Hebei",51,2021
"3679","trafficked",3,"Hebei","Hebei",21,2021
"3678","put up for adoption",0,"Hebei","Hebei",19,2021
"3676","trafficked",11,"Guizhou","Henan",35,2021
"3675","trafficked",3,"Guangdong","Guangxi",30,2021
"3674","trafficked",5,"Guangdong","Guangxi",30,2021
"3673","trafficked",3,"Hubei","Henan",28,2021
"3672","trafficked",3,"Sichuan","Hebei",32,2021
"3671","runaway",15,"Sichuan","Shandong",17,2021
"3670","trafficked",5,"Xinjiang","Jiangsu",24,2021
"3669","put up for adoption",0,"Shanxi","Shanxi",37,2021
"3668","abandoned",0,"Zhejiang","Zhejiang",63,2021
"3667","trafficked",19,"Hebei","Shandong",15,2021
"3666","runaway",16,"Chongqing","Guizhou",24,2021
"3665","trafficked",7,"Guizhou","Fujian",29,2021
"3664","trafficked",1,"Guizhou","Fujian",23,2021
"3663","trafficked",3,"Shaanxi","Henan",34,2021
"3662","trafficked",5,"Guizhou","Jiangsu",33,2021
"3661","trafficked",4,"Guizhou","Henan",32,2021
"3660","lost",2,"Guangdong","Guangdong",21,2021
"3659","lost",8,"Sichuan","Guizhou",24,2021
"3658","trafficked",10,"Henan","Chongqing",60,2021
"3657","trafficked",89,"Guangxi","Guangxi",84,2021
"3656","trafficked",6,"Heilongjiang","Shandong",41,2021
"3655","trafficked",0,"Chongqing","Shandong",34,2021
"3654","put up for adoption",0,"Jiangsu","Henan",48,2021
"3653","trafficked",15,"Henan","Anhui",35,2021
"3652","trafficked",5,"Yunnan","Yunnan",28,2021
"3651","put up for adoption",0,"Guizhou","Guizhou",31,2021
"3650","put up for adoption",0,"Henan","Henan",42,2021
"3649","trafficked",6,"Sichuan","Henan",34,2021
"3648","trafficked",6,"Shaanxi","Shandong",25,2021
"3646","trafficked",9,"Sichuan","Henan",35,2021
"3645","trafficked",7,"Hunan","Jiangxi",59,2021
"3644","put up for adoption",0,"Zhejiang","Shandong",54,2021
"3643","trafficked",3,"Chongqing","Hebei",31,2021
"3642","trafficked",16,"Shaanxi","Henan",42,2021
"3641","trafficked",7,"Jiangxi","Jiangxi",52,2021
"3640","trafficked",3,"Chongqing","Henan",29,2021
"3639","trafficked",4,"Sichuan","Hebei",31,2021
"3638","put up for adoption",1,"Sichuan","Guangdong",21,2021
"3636","trafficked",3,"Chongqing","Shaanxi",32,2021
"3635","trafficked",0,"Jiangsu","Jiangsu",33,2021
"3634","trafficked",15,"Guizhou","Guizhou",28,2021
"3633","trafficked",15,"Yunnan","Shandong",36,2021
"3632","trafficked",15,"Yunnan","Shandong",36,2021
"3631","trafficked",6,"Guizhou","Guangxi",31,2021
"3630","trafficked",6,"Anhui","Anhui",23,2021
"3629","trafficked",8,"Chongqing","Guangdong",19,2021
"3628","abandoned",0,"Chongqing","Henan",33,2021
"3627","trafficked",6,"Jiangsu","Jiangsu",61,2021
"3626","trafficked",3,"Anhui","Fujian",29,2021
"3625","put up for adoption",0,"Shaanxi","Shandong",38,2021
"3624","put up for adoption",0,"Liaoning","Inner Mongol",35,2021
"3623","trafficked",5,"Shaanxi","Henan",33,2021
"3622","put up for adoption",0,"Anhui","Anhui",31,2021
"3621","trafficked",2,"Shaanxi","Shandong",27,2021
"3620","trafficked",5,"Shaanxi","Hebei",21,2021
"3619","trafficked",14,"Hunan","Anhui",21,2021
"3618","trafficked",2,"Shanxi","Henan",21,2021
"3617","trafficked",1,"Hubei","Hubei",37,2021
"3616","trafficked",5,"Guangdong","Guangdong",24,2021
"3615","trafficked",3,"Fujian","Fujian",33,2021
"3614","trafficked",12,"Shaanxi","Gansu",35,2021
"3613","trafficked",4,"Guangxi","Guangdong",28,2021
"3612","trafficked",4,"Guangxi","Henan",29,2021
"3611","put up for adoption",0,"Shanxi","Henan",31,2021
"3610","trafficked",4,"Guangdong","Guangdong",24,2021
"3609","trafficked",7,"Jiangxi","Fujian",37,2021
"3608","trafficked",5,"Guangdong","Guangdong",25,2021
"3607","trafficked",3,"Guizhou","Fujian",28,2021
"3606","lost",15,"Guangdong","Guangdong",21,2021
"3605","trafficked",2,"Hebei","Hebei",13,2021
"3604","put up for adoption",8,"Hunan","Jiangxi",56,2021
"3603","put up for adoption",0,"Qinghai","Qinghai",47,2021
"3602","trafficked",6,"Henan","Henan",31,2021
"3601","trafficked",2,"Sichuan","Hubei",45,2021
"3600","trafficked",16,"Hunan","Guangdong",30,2021
"3599","trafficked",16,"Yunnan","Jiangsu",34,2021
"3598","trafficked",13,"Guangxi","Fujian",26,2021
"3597","trafficked",13,"Fujian","Guizhou",18,2021
"3596","trafficked",5,"Guangdong","Guangdong",25,2021
"3595","trafficked",13,"Hunan","Hebei",28,2021
"3594","put up for adoption",2,"Xinjiang","Henan",27,2021
"3593","put up for adoption",0,"Fujian","Fujian",39,2021
"3592","trafficked",2,"Guangdong","Guangdong",26,2021
"3591","trafficked",15,"Jiangxi","Guangdong",25,2021
"3590","put up for adoption",6,"Shaanxi","Hebei",21,2021
"3589","trafficked",5,"Gansu","Fujian",34,2021
"3587","trafficked",15,"Hunan","Guangdong",31,2021
"3586","trafficked",6,"Jiangsu","Jiangsu",29,2021
"3585","put up for adoption",0,"Henan","Henan",30,2021
"3584","put up for adoption",0,"Jiangsu","Jiangsu",39,2021
"3583","trafficked",2,"Guangdong","Guangdong",34,2021
"3582","trafficked",10,"Sichuan","Fujian",33,2021
"3581","trafficked",14,"Hebei","Hebei",1,2021
"3580","trafficked",14,"Henan","Guangdong",13,2021
"3579","put up for adoption",0,"Shaanxi","Henan",30,2021
"3578","put up for adoption",0,"Anhui","Jiangsu",35,2021
"3577","trafficked",15,"Sichuan","Shandong",34,2021
"3576","put up for adoption",0,"Liaoning","Liaoning",38,2021
"3575","put up for adoption",1,"Yunnan","Yunnan",24,2021
"3574","put up for adoption",0,"Fujian","Zhejiang",34,2021
"3573","trafficked",9,"Hunan","Guangdong",18,2021
"3572","trafficked",4,"Hunan","Guangxi",29,2021
"3571","trafficked",3,"Guangdong","Guangdong",22,2021
"3570","trafficked",5,"Yunnan","Fujian",23,2021
"3568","trafficked",7,"Sichuan","Zhejiang",29,2021
"3567","trafficked",4,"Yunnan","Yunnan",23,2021
"3566","trafficked",1,"Henan","Henan",34,2021
"3565","put up for adoption",0,"Hebei","Hebei",25,2021
"3564","trafficked",15,"Guizhou","Henan",24,2021
"3563","runaway",8,"Jilin","Heilongjiang",24,2020
"3562","lost",5,"Hubei","Hebei",30,2020
"3561","trafficked",9,"Jiangxi","Guangdong",23,2020
"3560","trafficked",16,"Guizhou","Anhui",17,2020
"3559","trafficked",0,"Sichuan","Jiangsu",26,2020
"3558","trafficked",13,"Guizhou","Shanxi",17,2020
"3557","put up for adoption",3,"Jiangxi","Fujian",26,2020
"3556","trafficked",16,"Guizhou","Fujian",30,2020
"3555","trafficked",5,"Guangdong","Guangxi",25,2020
"3554","put up for adoption",0,"Shanxi","Hebei",41,2020
"3553","put up for adoption",0,"Inner Mongol","Shandong",38,2020
"3552","trafficked",0,"Inner Mongol","Shandong",38,2020
"3551","put up for adoption",0,"Hunan","Hunan",32,2020
"3550","trafficked",11,"Hubei","Guangdong",22,2020
"3549","trafficked",4,"Guangdong","Henan",29,2020
"3548","trafficked",13,"Guizhou","Jiangsu",20,2020
"3547","trafficked",14,"Hunan","Guangdong",31,2020
"3546","trafficked",6,"Chongqing","Hebei",29,2020
"3545","abandoned",0,"Shanghai","Shanghai",63,2020
"3544","runaway",13,"Gansu","Gansu",3,2020
"3543","put up for adoption",0,"Sichuan","Sichuan",31,2020
"3542","put up for adoption",0,"Hubei","Fujian",36,2020
"3541","runaway",15,"Jilin","Heilongjiang",16,2020
"3540","trafficked",15,"Sichuan","Zhejiang",20,2020
"3539","trafficked",2,"Jiangsu","Shandong",30,2020
"3538","put up for adoption",0,"Qinghai","Xinjiang",56,2020
"3537","put up for adoption",0,"Fujian","Fujian",30,2020
"3536","put up for adoption",0,"Sichuan","Jiangsu",30,2020
"3535","put up for adoption",0,"Inner Mongol","Inner Mongol",31,2020
"3534","trafficked",16,"Guizhou","Guangdong",31,2020
"3533","trafficked",6,"Sichuan","Fujian",26,2020
"3532","trafficked",4,"Beijing","Beijing",32,2020
"3531","trafficked",3,"Shandong","Shandong",26,2020
"3530","put up for adoption",4,"Hebei","Hebei",22,2020
"3529","put up for adoption",1,"Yunnan","Yunnan",57,2020
"3527","trafficked",1,"Guangdong","Guangdong",29,2020
"3526","trafficked",3,"Guizhou","Fujian",22,2020
"3525","trafficked",11,"Hunan","Hunan",21,2020
"3524","put up for adoption",0,"Zhejiang","Shandong",23,2020
"3523","trafficked",14,"Guizhou","Henan",33,2020
"3522","put up for adoption",0,"Qinghai","Qinghai",51,2020
"3521","runaway",11,"Jiangxi","Fujian",28,2020
"3520","trafficked",15,"Guizhou","Shandong",33,2020
"3519","trafficked",3,"Shaanxi","Henan",30,2020
"3518","trafficked",14,"Xinjiang","Xinjiang",9,2020
"3517","put up for adoption",6,"Jiangxi","Guangdong",26,2020
"3516","trafficked",15,"Anhui","Jiangsu",23,2020
"3515","abandoned",1,"Chongqing","Chongqing",28,2020
"3514","trafficked",3,"Hunan","Hunan",27,2020
"3511","put up for adoption",5,"Sichuan","Hebei",26,2020
"3510","trafficked",4,"Sichuan","Shaanxi",19,2020
"3509","lost",17,"Shandong","Henan",28,2020
"3508","put up for adoption",0,"Sichuan","Sichuan",24,2020
"3507","runaway",12,"Zhejiang","Henan",9,2020
"3506","put up for adoption",0,"Jilin","Jilin",34,2020
"3505","lost",3,"Yunnan","Guizhou",21,2020
"3504","abandoned",7,"Hunan","Hunan",59,2020
"3503","put up for adoption",8,"Sichuan","Jiangsu",21,2020
"3502","put up for adoption",4,"Guangdong","Guangdong",33,2020
"3501","put up for adoption",3,"Henan","Henan",14,2020
"3500","put up for adoption",0,"Chongqing","Guangdong",23,2020
"3499","put up for adoption",0,"Hubei","Henan",52,2020
"3498","abandoned",5,"Anhui","Shanghai",60,2020
"3497","trafficked",3,"Guangxi","Guangdong",18,2020
"3496","trafficked",4,"Henan","Henan",27,2020
"3495","put up for adoption",0,"Anhui","Anhui",28,2020
"3494","trafficked",1,"Guizhou","Jiangsu",31,2020
"3493","trafficked",5,"Guizhou","Jiangsu",31,2020
"3492","put up for adoption",0,"Zhejiang","Hebei",34,2020
"3491","runaway",8,"Guangdong","Guangdong",8,2020
"3490","lost",16,"Jiangsu","Henan",7,2020
"3489","trafficked",5,"Shaanxi","Shaanxi",32,2020
